cip13,lib_cip13,remboursement_total,boites_delivrees,cout_moyen_boite
3400922137056,ATORVASTATINE ARW 40MG CPR 90,218.95000000000002,19,11.523684210526318
3400930149157,ASTERLUNA CONTINU 100MCG/20MCG CPR 84,221.82,90,2.4646666666666666
3400930019825,ATORVASTATINE BGR 10 MG CPR 90,222.07,19,11.687894736842106
3400937178105,FENOFIBRATE FOR 160MG CPR 90,223.35000000000002,15,14.890000000000002
3400930084823,"IVABRADINE TVS 7,5 MG CPR 56",223.69,16,13.980625
3400936668119,OMEPRAZOLE BGA 10MG GELULE 14,223.91,175,1.2794857142857143
3400937516693,LOSARTAN ITA 50MG CPR 30,224.01000000000002,72,3.11125
3400930060094,DOMPERIDONE BGA 10 MG CPR 20,224.13000000000002,338,0.6631065088757397
3400930028971,PREGABALINE EG 75 MG GELULE 56,224.14,23,9.745217391304347
3400938285215,VERSATIS 700MG EMPLATRE 5,225.03,25,9.0012
3400937583060,GLIMEPIRIDE ARW 4MG CPR 30,226.57,48,4.720208333333333
3400937666138,DOXYCYCLINE SDZ 100MG CPR 5,227.65,239,0.952510460251046
3400938056327,TOPIRAMATE BGA 100MG CPR 28,227.94,27,8.442222222222222
3400930236024,ORYLMYTE 100+300 IR CPR SUBLING 31,228.32,23,9.92695652173913
3400935066169,POLERY ENF SIROP 1,228.46,792,0.28845959595959597
3400949002368,TEMERITDUO 5MG/25MG CPR (AIP) MDW 30,228.89,60,3.814833333333333
3400939070254,CEFIXIME ARW 200MG CPR 8,229.41,51,4.498235294117647
3400934864865,"VITAMINE K 1 ROCHE 2 MG/0,2 ML NOURRISSON (PHYTOME",229.45,49,4.68265306122449
3400930019320,PREGABALINE SDG 300 MG GELULE 56,229.55,17,13.502941176470589
3400930206454,MIDAZOLAM VIATRIS 5 MG INJ AMP 10,230.1,16,14.38125
3400934891021,"ALPRAZOLAM BGA 0,25MG CPR 30",231.01,237,0.9747257383966245
3400935528698,"LACRIFLUID 0,13% COLLYRE 1",232.16,106,2.190188679245283
3400931261506,"SODIUM BIC BSD 1,4% INJ FV 500ML 1",232.59,168,1.3844642857142857
3400949000982,"BIPRETERAX 10MG/2,5MG CPR (AIP BB F) 90",232.94,15,15.529333333333334
3400949005802,EZETROL 10MG CPR AIP (UK) 28,233.06,20,11.653
3400949000760,TAHOR 10 MG CPR (AIP) (MWI IT) 90,233.58,17,13.74
3400927517792,PRAVASTATINE ZEN 40MG CPR 28,234.34999999999997,62,3.779838709677419
3400939630939,VALSARTAN TVC 40MG CPR 30,235.14000000000001,73,3.2210958904109592
3400936967175,LAMOTRIGINE SDZ 25MG CPR DISP 30,237.13,55,4.311454545454545
3400941799877,ATORVASTATINE ZTL 40MG CPR 30,237.6,55,4.32
3400932576562,NAFTILUX 200 MG GELULE 20,237.85999999999999,131,1.8157251908396945
3400930063026,DOMPERIDONE SDZ 10MG CPR 20,238.44,458,0.5206113537117903
3400938052183,TOPIRAMATE BGA 50MG CPR 28,238.57999999999998,53,4.501509433962264
3400930126172,LACOSAMIDE MEDIPHA 50 MG CPR 14,238.72,75,3.182933333333333
3400941882135,"NARATRIPTAN ZYD 2,5MG CPR 6",239.84999999999997,48,4.996874999999999
3400937782951,"ISIMIG 2,5MG CPR 12",240.58,25,9.6232
3400949502820,"TRAVATAN 0,004% COLLYRE 2,5ML (ADP) 1",240.62,58,4.148620689655172
3400937910026,CEFPODOXIME ZYD 100MG CPR 10,242.53,63,3.8496825396825396
3400930078976,IRBESARTAN BGA 150MG CPR PELL 30,243.57,73,3.3365753424657534
3400936681415,"GABAPENTINE MYLAN 400 MG 1 BOITE DE 90, GELULES EN",244.8,14,17.485714285714288
3400926936808,"PERINDOPRIL INDAP BGA 10/2,5MG CPR 90",245.23999999999998,15,16.34933333333333
3400941638398,ROPINIROLE KRK LP 2MG CPR 28,245.97,40,6.14925
3400949501410,FOSAVANCE 70MG/2800UI CPR (ADP) MEDW 12,246.04,20,12.302
3400935285751,"ZOPICLONE CRT 7,5MG CPR 14",247.39,358,0.6910335195530726
3400938109696,LANSOPRAZOLE ZEN 30MG GELULE 7,247.39000000000001,248,0.9975403225806452
3400934793226,MAXALT 5MG CPR 12,248.72,23,10.81391304347826
3400930019290,PREGABALINE SDG 100 MG GELULE 84,249.08,16,15.5675
3400937818834,ONDANSETRON BGA 8MG CPR DISP 2,249.39000000000001,54,4.618333333333333
3400938027051,SERTRALINE ARW 25MG GELULE 7,250.71,238,1.053403361344538
3400941515002,RISPERIDONE MYL 3MG CPR DISP 28,250.74,35,7.164000000000001
3400939647678,"LOSARTAN HCTZ ZEN 50/12,5 MG CPR 28",251.64,91,2.765274725274725
3400931466901,PASSIFLORA COMPOSE GRANULES TUBE 4G 80,252.29000000000002,679,0.3715611192930781
3400949506491,UROREC 8 MG GELULE (ADP) (IR) 30,257.34,58,4.436896551724137
3400937666428,GABAPENTINE SDZ 400MG GELULE 90,257.86,15,17.19066666666667
3400937674751,GABAPENTINE TVC 800MG CPR 90,257.86,11,23.44181818181818
3400935228390,GLUCOSE MACO 5% SOL INJ P 500ML 1,258.2,138,1.8710144927536232
3400949021888,FORADIL 12 MICROG PDR INH (AIP) 60,258.6,30,8.620000000000001
3400937812160,GABAPENTINE EG 400MG GELULE 90,260.03,13,20.00230769230769
3400949002375,TEMERITDUO 5MG/25MG CPR (AIP) MDW 90,260.82,29,8.993793103448276
3400933983512,IOPAMIRON 300 SOL INJ FL 100ML + NEC 1,261.45,14,18.675
3400937584302,GLIMEPIRIDE ARW 3MG CPR 90,261.45,19,13.760526315789473
3400939320465,CEFUROXIME TVC 250MG CPR 8,261.84000000000003,87,3.0096551724137934
3400937827997,LANSOPRAZOLE ARW 30MG GELULE 7,263.26,265,0.9934339622641509
3400934847318,DERMAZOL 1% PDR FL 30G 1,263.78,257,1.0263813229571983
3400949023660,COVERAM 5MG/10MG CPR (AIP) (BBA CZ) 30,264.32,47,5.623829787234042
3400930080689,"BISOPROLOL QVL 7,5 MG, COMPRI 30",265.15,67,3.957462686567164
3400936883338,VERAPAMIL SDZ LP 240MG CPR 30,265.21999999999997,53,5.004150943396226
3400932924400,DUPHALAC 10 G/15 ML SOL BUV SACHET 20,265.64,174,1.5266666666666666
3400930055595,DESOGESTREL SDZ 75 MCG CPR 28,265.87,287,0.9263763066202091
3400949001378,PERMIXON 160MG GELULE (AIP) 60,266.87,28,9.531071428571428
3400930019313,PREGABALINE SDG 200 MG GELULE 84,266.94,15,17.796
3400930126134,PALMIER DE FLORIDE MYL 160MG GELULE 60,267.01,40,6.67525
3400939631301,VALSARTAN TVC 40MG CPR 90,268.51,29,9.258965517241379
3400949500185,CLOPIDOGREL TPH 75 MG CPR (ADP BBA) 30,268.82000000000005,39,6.8928205128205144
3400949510634,KEPPRA 500MG CPR (ADP) (PLA) 60,269.18,13,20.706153846153846
3400949510573,KEPPRA 1000MG CPR (ADP) (ITT) 60,270.40999999999997,12,22.534166666666664
3400930249925,ROSUVASTATINE BGR 5 MG CPR 30,272.72,63,4.32888888888889
3400934824593,"ROZEX 0,75% CREME 1",273.21000000000004,166,1.6458433734939761
3400936914476,XENETIX 300 SOL INJ POC 100ML 1,273.24,12,22.77
3400930107195,LANSOPRAZOLE ADS PH 30MG GELULE 7,273.69,304,0.900296052631579
3400949000135,COVERAM 10MG/10MG CPR (AIP)(MWI)(PL) 90,275.40999999999997,15,18.360666666666663
3400930029015,PREGABALINE EG 150 MG GELULE 56,276.12,24,11.505
3400934300141,ASPIRINE PROTECT 300MG CPR 30,278.1,176,1.5801136363636366
3400949500192,ABILIFY 5 MG CPR (ADP) (BBF) 28,278.6,13,21.430769230769233
3400939102863,RISPERIDONE TVS 1MG/ML SOL BUV 30ML 1,279.01,56,4.982321428571429
3400926620240,MONTELUKAST ZEN 4MG GRANULES 28,279.62,43,6.502790697674419
3400949003235,NOZINAN 25MG CPR AIP BBA BE 20,280.81,89,3.155168539325843
3400932575503,IMOVAX POLIO SUSP INJ SER SS AIG 1,281.02,101,2.782376237623762
3400937152310,TENSTATEN 50MG GELULE 90,281.09,15,18.73933333333333
3400937815642,ONDANSETRON ARW 8MG CPR DISP 4,281.92999999999995,32,8.810312499999998
3400936617889,SULPIRIDE SDZ 50MG GELULE 30,285.58,269,1.0616356877323418
3400936568242,ECONAZOLE SDZ 1% CREME TUBE 30G 1,285.7,357,0.8002801120448179
3400927456497,TOPIRAMATE ACC 50 MG CPR 28,286,59,4.8474576271186445
3400937977081,CEFPODOXIME ARW 100MG CPR 10,286.55,76,3.7703947368421056
3400936284432,OMEPRAZOLE BGA 20MG GELULE 7,286.89,369,0.777479674796748
3400933695620,DRIPTANE 5MG CPR 60,287.18,189,1.5194708994708994
3400930181775,"ALPRAZOLAM VTS 0,25MG CPR 30",287.39,269,1.068364312267658
3400936483743,OMEPRAZOLE BCR 20MG GELULE 28,288.47,102,2.828137254901961
3400937986946,NICORETTE MICROTAB CITRON 2MG CPR 100,289.68,36,8.046666666666667
3400926944902,"CABERGOLINE SDZ 0,5MG CPR 8",289.92999999999995,16,18.120624999999997
3400949016396,DIAMICRON LM 60MG CPR (AIP) (BBABE) 90,290.17,36,8.060277777777777
3400931520122,MAGINJECTABLE 0.8% SOL INJ 12,290.48,120,2.420666666666667
3400949512294,KEPPRA 250MG CPR (ADP) (PLA) 60,290.77,17,17.10411764705882
3400930082232,PROGESTERONE SDZ 100MG CAPSULE 90,291.17,40,7.27925
3400937411455,GABAPENTINE SDZ 100MG GELULE 90,291.44000000000005,43,6.7776744186046525
3400933623760,DERMAZOL 1% CREME 1,291.87,410,0.7118780487804878
3400935757876,IZILOX 400MG CPR 5,296.09000000000003,59,5.018474576271187
3400934018572,"CHLORURE DE SODIUM AGUETTANT 0,9 P. 100 1 BOITE DE",296.67,146,2.031986301369863
3400938729535,"NICOPASS 2,5MG PAST RE M SS SUCRE 96",296.76,46,6.4513043478260865
3400930181782,"ALPRAZOLAM VTS 0,50 MG CPR 30",298.74,208,1.43625
3400935186836,AMOXICILLINE EG 500MG GELULE 12,300.19,276,1.0876449275362319
3400930040386,PREGABALINE ARL 50 MG GELULE 84,300.21999999999997,28,10.722142857142856
3400949000340,SINGULAIR 10MG CPR (AIP) (MWI) 28,301.17,36,8.365833333333335
3400934808166,CONTRAMAL 50MG GELULE 30,302.92,114,2.6571929824561407
3400941685415,"VENLAFAXINE EVO LP 37,5MG GELULE 30",305.01,75,4.0668
3400922385563,HELICIDINE 10% SIROP FL 125ML 1,305.05,704,0.4333096590909091
3400936908963,VASTEN 40 MG CPR 84,305.62,29,10.538620689655172
3400930017531,LEVONOR/ETHINYL BGA 100/20MICROG CPR 21,305.93,291,1.0513058419243986
3400941938818,MILNACIPRAN BGA 25MG GELULE 56,306.33,75,4.0844
3400949002382,"TEMERITDUO 5MG/12,5MG CPR (AIP) MWI 30",309.19,90,3.4354444444444443
3400921998627,LANSOPRAZOLE MYP 15 MG GELULE 30,310.32,76,4.083157894736842
3400930149379,CLOZAPINE ACC 100MG CPR 14,312.19,58,5.382586206896551
3400934591761,CROMOPTIC 2% COLLYRE FL 10ML 1,312.24,136,2.2958823529411765
3400949644568,RISEDRONATE ZTL 35MG CPR 12,314.05,14,22.432142857142857
3400927714344,LEVONOR/ETHINYL SDZ 100/20MICROG CPR 63,314.14,128,2.45421875
3400939935799,"LOSARTAN HCTZ ZEN 50/12,5 MG CPR 90",314.9,35,8.997142857142856
3400936974210,PHLOROGLUCINOL SDZ 80MG CPR DISP 10,316.63,474,0.6679957805907173
3400937148818,FENOFIBRATE FOR 67 MG GELULE 90,317.07,86,3.686860465116279
3400935124791,GLUCOSE CPF 5% SOL INJ FV 1L 1,318.68,123,2.5908943089430894
3400930029336,ALOPLASTINE PATE 90G 1,319.02,486,0.6564197530864198
3400930040584,PREGABALINE ARL 300 MG GELULE 56,322.68,18,17.926666666666666
3400930078273,AMLODIPINE/VALSART TVC 5MG/160MG CPR 90,323.03,23,14.044782608695652
3400937292047,SPIRONOLACTONE SDZ 75MG CPR 90,327.49,36,9.0969444444444445
3400937636322,ONDANSETRON ZEN 8MG CPR 4,327.72999999999996,37,8.857567567567566
3400939220949,EFFENTORA 200MICROG CPR GINGIVAL 4,328.47999999999996,33,9.953939393939393
3400926813529,RABEPRAZOLE ARW 10MG CP 28,330.89,84,3.9391666666666665
3400937541367,AMOX/AC CLAV TVS 1G/125MG AD SACH 2 12,330.95,70,4.727857142857142
3400941889578,ESOMEPRAZOLE RBX 40MG CPR 28,331.09,94,3.5222340425531913
3400938838275,XARELTO 10 MG CPR 10,333.03,18,18.501666666666665
3400932973484,ANAUSIN METOCLOPRAMIDE LP 15MG CPR 30,333.09000000000003,223,1.4936771300448433
3400932332076,CLAMOXYL 1G PDR ET SOL INJ IM 1,333.5,397,0.8400503778337531
3400936341593,RETROVIR 100 MG/10 ML SOL BUV+SRG 1 1,334.48999999999995,13,25.729999999999997
3400930041888,ALLOPURINOL BGA 100MG CPR 28,334.61,342,0.9783918128654971
3400937582520,GLIMEPIRIDE ARW 2MG CPR 30,334.7,86,3.891860465116279
3400939132501,VENLAFAXINE EGL LP 75MG GELULE 30,335.75,78,4.30448717948718
3400930080610,BISOPROLOL QVL 5MG CPR 30,337.39000000000004,159,2.1219496855345916
3400938745504,FLUVASTATINE TVC 40MG GELULE 30,337.56,91,3.7094505494505494
3400949000616,DEPAKINE CHRONO 500MG CPR (AIP)(MWI) 30,337.78,58,5.823793103448275
3400938043549,ONDANSETRON ARW 8MG CPR 4,338.32,41,8.251707317073171
3400934250071,EUROBIOL 25000U GELULE 90,338.84000000000003,15,22.589333333333336
3400930230091,ONTOZRY 150 MG CPR 14,339.84000000000003,11,30.894545454545458
3400932849895,"IMOVANE 7,5 MG CPR 5",340.09,917,0.37087241003271537
3400932731411,THEOSTAT LP 300MG CPR 30,343.18,203,1.6905418719211822
3400937278898,LAMOTRIGINE SDZ 50MG CPR DISP 30,345.44000000000005,50,6.908800000000001
3400938744552,FLUVASTATINE TVC 20MG GELULE 90,345.63,37,9.341351351351351
3400949499717,"BUDESONIDE PHR 0,5MG/2ML INH 20",346.71999999999997,28,12.382857142857143
3400934891199,"ALPRAZOLAM BGA 0,50MG CPR 30",347.57,235,1.4790212765957447
3400939180526,RISPERIDONE MYL 1MG CPR DISP 28,349.18,88,3.9679545454545457
3400930975206,SOLUPRED 5MG CPR EFF 30,351.92,223,1.5781165919282512
3400949510863,KEPPRA 1000MG CPR (ADP) (PLA) 60,352.28999999999996,17,20.722941176470584
3400927427343,ESCITALOPRAM EVO 5MG CPR 28,352.33000000000004,107,3.2928037383177573
3400922167152,IRBESARTAN BGA 300MG CPR PELL 30,355.87,111,3.206036036036036
3400939399188,PERINDOPRIL ARROW 2 MG CPR 30,357.09,110,3.246272727272727
3400930118917,EUTHYROX 200 MICROG CPR 100,357.43999999999994,37,9.66054054054054
3400949003174,INEGY 10MG/20MG CPR (AIP)(BBF) 90,359.46999999999997,12,29.95583333333333
3400949001484,COVERAM 10MG/5MG CPR (AIP) (PLA) 30,360.79999999999995,48,7.516666666666666
3400936738638,VALPROATE NA ZEN 500MG CPR 40,361.2,73,4.947945205479452
3400930035504,ATORVASTATINE ARG 40 MG CPR 90,361.37,32,11.2928125
3400938619843,PERINDOPRIL ARW 2MG CPR 90,361.71000000000004,41,8.82219512195122
3400949814893,AMOROLFINE ARW 5% VERNIS MED 1,362.23,83,4.36421686746988
3400935742568,PARACETAMOL ALM 500MG CPR 16,364.98,430,0.8487906976744186
3400939093956,LOSARTAN ZTL 100MG CPR 28,367.31,118,3.1127966101694917
3400941611834,PANTOPRAZOLE ARL 40 MG CPR 28,372.37,100,3.7237
3400937584012,GLIMEPIRIDE ARW 3MG CPR 30,375.63,82,4.5808536585365855
3400937019675,PRAVASTATINE EVO 40MG CPR 28,377.21,110,3.429181818181818
3400926991746,"CANDESARTAN/HCTZ ZYD 16/12,5 CPR 30",377.82,118,3.201864406779661
3400933024116,GYNO PEVARYL LP 150MG OVULE 1,378.94,437,0.8671395881006865
3400949494514,RABEPRAZOLE KRK 20MG CPR 14,380.07,234,1.6242307692307691
3400949512355,"ARIXTRA 2,5MG/0,5ML INJ (AIP) (MWI) 7",381.11,17,22.418235294117647
3400937813921,GABAPENTINE EG 300MG GELULE 90,382.30999999999995,27,14.159629629629627
3400927368110,PANTOPRAZOLE VIATRIS 20MG CPR 28,384.17,99,3.8805050505050507
3400930246474,LANSOPRAZOLE VIATRIS 30MG GELULE GR 28,384.59000000000003,107,3.594299065420561
3400930185773,APREPITANT CRT 80 MG GELULE 2,385.84000000000003,26,14.840000000000002
3400949004201,"CARDENSIEL 2,5MG CPR (AIP) (DFM) 90",386.18,39,9.902051282051282
3400930066386,LANSOPRAZOLE ARW 15 MG CPR OROD 28,386.95,99,3.9085858585858584
3400930019306,PREGABALINE SDG 150 MG GELULE 56,387.66,28,13.845
3400939528304,OLANZAPINE ARG 10MG CPR DISP 28,388.15999999999997,41,9.467317073170731
3400938979305,TOPIRAMATE ARG 100MG CPR 30,388.56,36,10.793333333333333
3400949507214,PROCORALAN 5 MG CPR ADP PHL 56,388.9,28,13.889285714285714
3400930019283,PREGABALINE SDG 75 MG GELULE 56,390.37,44,8.872045454545455
3400930669624,"METHERGIN 0,2 MG SOL INJ 3",391.63,254,1.5418503937007875
3400949854936,"JEXT 0,15 MG SOL INJ STYLO 1",393.69,19,20.720526315789474
3400927428234,ESCITALOPRAM EVO 20MG CPR 28,395.61,103,3.840873786407767
3400939462783,VALACICLOVIR CRT 500MG CPR 10,398.78999999999996,68,5.8645588235294115
3400928099976,PREDNISOLONE TVC 5MG CPR 30,399.68,286,1.3974825174825176
3400922135793,ATORVASTATINE ARW 20MG CPR 90,401.78000000000003,40,10.044500000000001
3400938619492,PERINDOPRIL ARW 2MG CPR 30,401.86,123,3.2671544715447154
3400938626476,PERINDOPRIL ARW 8MG CPR 90,403.83,45,8.974
3400933603830,ORELOX 40MG/5ML GRANULES 50ML 1,404.97,172,2.3544767441860466
3400930046760,GLICLAZIDE MYP LM 60MG CPR 30,408.73,144,2.838402777777778
3400930219669,"PROHANCE 4748,1MG SOL INJ SER NEC 2 1",409.03,11,37.18454545454545
3400921852165,RABEPRAZOLE ZYD 10MG CPR 14,409.43,229,1.7879039301310045
3400927891960,CELECOXIB MYP 200MG GELULE 30,409.68,110,3.7243636363636363
3400932989164,CLARITYNE 10MG CPR 15,409.95,351,1.167948717948718
3400933943301,LUTERAN 10MG CPR 12,411.51,259,1.588841698841699
3400930040461,PREGABALINE ARL 100 MG GELULE 84,415.12,32,12.9725
3400930080528,"BISOPROLOL QUIVER LAB 3,75 MG, CPR 30",417.33000000000004,107,3.900280373831776
3400935200426,VISIPAQUE 320MG/ML SOL INJ FP 1,417.8,90,4.642222222222222
3400949511235,UROREC 4MG GELULE (ADP) (BBA) 30,418.03999999999996,117,3.572991452991453
3400930045350,TRAMADOL/PARACETAMOL BGA CPR 20,418.77,287,1.4591289198606272
3400930084779,IVABRADINE TVS 5 MG CPR 56,418.78,31,13.509032258064515
3400935599377,SPANOR 100MG CPR 30,419.71000000000004,101,4.155544554455446
3400927389801,CAPECITABINE ACC 150 MG CPR 60,419.9,19,22.099999999999998
3400927626654,CAPECITABINE BGA 150 MG CPR 60,419.9,19,22.099999999999998
3400939468297,SIMVASTATINE ZYF 20MG CPR 30,420.09,122,3.443360655737705
3400933730840,FRAGMINE 10 000UI AXA/1ML SOL INJ 2,422.16,38,11.109473684210528
3400930008737,PANTOPRAZOLE ACC 40 MG PDR INJ 1,425.69,150,2.8379333333333334
3400949000890,PERMIXON 160MG GELULE (AIP BBF SRL) 60,431.53999999999996,51,8.46156862745098
3400935531131,"FEMSEPTCOMBI 0,05MG/0,01MG/24H DISP 4",437.18,63,6.939365079365079
3400922094830,VALSARTAN ZYD 40 MG CPR 90,438.59000000000003,53,8.275283018867926
3400949004461,"NATRIXAM 1,5 MG/10 MG CPR LM (AIP) 90",438.7,28,15.667857142857143
3400930151402,MOMETASONE CRT 50 MICROG SUSP NAS120 1,439.63,268,1.640410447761194
3400930111352,ROSUVASTATINE KRK 10MG CPR 90,439.8,30,14.66
3400949506323,UROREC 4 MG GELULE (ADP) (IR) MWI 30,446.46000000000004,131,3.4080916030534354
3400936226999,EZETROL 10MG CPR 28,448.86,38,11.812105263157894
3400937677073,CARVEDILOL ZEN 25MG CPR 28,449.17,100,4.4917
3400949000579,PERMIXON 160 MG GELULE (AIP MWI BG) 180,449.63,19,23.664736842105263
3400949003679,"TADENAN 50 MG 1 BOITE DE 60, CAPSULES MOLLES",449.75,52,8.649038461538462
3400937905633,NISIS 40MG CPR 30,450.68,151,2.984635761589404
3400936753365,METFORMINE SUN 850MG CPR 30,451.34999999999997,226,1.9971238938053095
3400936122932,METFORMINE CRT 850MG CPR 30,452.28,231,1.9579220779220778
3400921836547,RABEPRAZOLE ZEN 10MG CPR 14,455.87,209,2.181196172248804
3400930230121,ONTOZRY 200 MG CPR 14,456.31,15,30.420666666666666
3400941800801,ATORVASTATINE ZTL 80MG CPR 30,456.4,109,4.187155963302752
3400921756661,DESLORATADINE GNR 5MG CPR 30,457.44,347,1.318270893371758
3400922163079,IRBESARTAN BGA 75MG CPR PELL 30,459.44,140,3.2817142857142856
3400939645087,LOSARTAN ZEN 50MG CPR 28,459.99,158,2.9113291139240505
3400930313893,"DIGOXINE NATIVELLE 0,5 MG SOL INJ 6",465.26,88,5.287045454545455
3400926844745,FYCOMPA 2 MG CPR 28,466.83,14,33.345
3400930078501,AMLODIPINE/VALSAR TVC 10MG/160MG CPR 90,467.63,28,16.701071428571428
3400932886975,VOLTARENE EMULGEL 1% GEL TUBE 1,468.29,494,0.9479554655870446
3400935156150,OSSEANS VIT D3 500MG/400UI CPR 60,470.11,120,3.9175833333333334
3400938791686,FLUVASTATINE MYL LP 80MG CPR 30,470.24,125,3.76192
3400939650111,LOSARTAN HCTZ ZEN 100/25MG CPR 90,470.93,52,9.056346153846153
3400939648620,"LOSARTAN HCTZ ZEN 100/12,5MG CPR 28",472.42,170,2.7789411764705885
3400936856714,AMISULPRIDE SDZ 400MG CPR 30,474.96,38,12.498947368421051
3400939541549,OMEPRAZOLE SDZ 20MG GELULE 14,475.9,340,1.3997058823529411
3400949001361,"TRIATEC 2,5 MG CPR (AIP BBA) 30",478.81,102,4.69421568627451
3400934702785,NIQUITIN MENTHE 4MG CPR SS SUCRE 96,479.58000000000004,79,6.070632911392406
3400949399499,"OLANZAPINE ZTL 7,5MG CPR 28",480.01,42,11.428809523809523
3400926766351,PANTOPRAZOLE ZYF 40MG CPR 7,480.75,509,0.9444990176817288
3400949500062,KEPPRA 250MG CPR (ADP) (MWI) 60,481.95,28,17.2125
3400921643497,"LOSARTAN HCTZ VTS 100/12,5MG CPR 28",482.15,172,2.8031976744186045
3400949763535,OMEPRAZOLE ALM 20MG GELULE 7,483.31,620,0.7795322580645161
3400949023899,COVERAM 10MG/5MG CPR (AIP) (BBA CZ) 30,483.83,67,7.221343283582089
3400941655548,METOPROLOL ACT 100MG CPR 30,484.54,266,1.8215789473684212
3400936746213,MIANSERINE ZEN 10MG CPR 30,487.29,286,1.7038111888111889
3400938557886,RISPERIDONE SDZ 1MG/ML SOL BUV 60ML 1,487.77,53,9.20320754716981
3400927902659,RAMIPRIL ARG 2.5 MG CPR 90,491.18,55,8.930545454545454
3400949003136,EZETROL 10MG CPR (AIP)( BBF) 90,493.06,14,35.21857142857143
3400930149416,CLOZAPINE ACC 25MG CPR 14,495.25,284,1.743838028169014
3400927550102,CANDESARTAN ARL 4MG CPR 90,496.38,58,8.558275862068966
3400938746105,FLUVASTATINE TVC 40MG GELULE 90,499.0400000000001,49,10.184489795918369
3400936429345,CIFLOX 250 MG CPR 12,500.85,95,5.272105263157895
3400938205251,CYPROTERONE TVC 50MG CPR 20,501.16999999999996,78,6.425256410256409
3400922285238,ATORVASTATINE VTS 80MG CPR 30,501.35,128,3.916796875
3400949002399,"TEMERITDUO 5MG/12,5MG CPR (AIP) MWI 90",502.64000000000004,55,9.138909090909092
3400930586327,GLUCOSE LAV 5% SOL INJ FV 250ML 1,503.51,319,1.5784012539184953
3400927607035,TRAMADOL/PARACETAMOL ARW CPR EFF 20,503.8,325,1.5501538461538462
3400939454979,OLANZAPINE VTS 10MG CPR PEL 28,504.74,54,9.347037037037037
3400930027356,PREGABALINE SUN 25 MG GELULE 56,505.97,135,3.747925925925926
3400922179339,LEVOCETIRIZINE KRKA 5MG CPR 14,508.21,652,0.7794631901840491
3400927799389,ULTRAVIST 55.5 G SOL INJ MED 1,508.68,13,39.12923076923077
3400936499881,"NICOPASS 1,5MG PAST REGL SS SUCRE 96",513.11,79,6.495063291139241
3400939765174,"TRANDOLAPRIL EG 0,5MG GELULE 30",516.41,193,2.675699481865285
3400949003198,INEGY 10MG/40MG CPR (AIP)(BBF) 90,516.73,14,36.909285714285716
3400938991598,LANSOPRAZOLE KRK 30MG GEL 14,517.78,293,1.7671672354948804
3400937718677,CHAMPIX 1 MG CPR 56,519.56,14,37.11142857142857
3400949245635,RISEDRONATE BGR 35MG CPR 12,520.4499999999999,25,20.817999999999998
3400927359583,ESOMEPRAZOLE ARL 40MG CPR 28,520.52,137,3.7994160583941605
3400939200729,FENTANYL BGA 75MICROG/H DISP TRANSD 5,522.55,21,24.883333333333333
3400936908734,VASTEN 20 MG CPR 84,525.25,52,10.100961538461538
3400937848350,NOVORAPID INNOLET 100U/ML INJ 0,525.31,17,30.900588235294116
3400939092546,LOSARTAN ZTL 50MG CPR 28,525.4300000000001,186,2.82489247311828
3400939378138,FLUVASTATINE BGA LP 80MG CPR 30,527.3000000000001,139,3.7935251798561156
3400949002405,CHIBRO-PROSCAR 5MG CPR (AIP)(MWI) 28,528.71,103,5.133106796116505
3400937718097,"CHAMPIX 0,5 MG ET 1 MG CPR 0",531.9100000000001,32,16.622187500000003
3400949004973,"NATRIXAM 1,5/10MG CPR LM (AIP)(BBF) 30",534.41,86,6.21406976744186
3400938931457,MONTELUKAST SDZ 5MG CPR CROQ 28,534.5,87,6.14367816091954
3400922032856,BETAHISTINE ACC 8 MG CPR 30,539.16,565,0.9542654867256637
3400930080757,BISOPROLOL QVL 10MG CPR 30,539.8100000000001,144,3.748680555555556
3400922167961,IRBESARTAN BGA 300MG CPR PELL 90,541.42,59,9.176610169491525
3400949960194,AMOROLFINE SDZ 5% VERNIS MED 1,541.85,139,3.898201438848921
3400932459377,IOPAMIRON 370 SOL INJ FL 20ML 1,542.42,134,4.047910447761193
3400921938593,"LOSARTAN HCTZ ZYD 50/12,5MG CPR 30",543.09,175,3.1033714285714287
3400937339445,RAMIPRIL ARL 5MG CPR 30,545.72,160,3.41075
3400930168349,PARACETAMOL ACC 500MG CPR EFF 16,546.11,677,0.8066617429837518
3400936746442,MIANSERINE ZEN 60MG CPR 14,548.65,227,2.4169603524229073
3400949243624,"ADAPALENE ZEN 0,1% GEL 1",549.5600000000001,434,1.266267281105991
3400938558197,RISPERIDONE SDZ 1MG/ML SOL BUV 120ML 1,550.26,30,18.342
3400933056391,HELMINTOX 250MG CPR 3,551.06,443,1.2439277652370202
3400927984334,LEPTAX 250 MG CPR 60,552.12,44,12.548181818181819
3400936102651,PARACETAMOL COD MYL 500/30MG CPR EFF 16,552.4599999999999,367,1.5053405994550406
3400938117042,LANSOPRAZOLE EG 30MG GELULE 7,553.29,566,0.9775441696113073
3400937910194,"AMOX/AC CLAV ZTK 100/12,5MG/ML 1",555.1,326,1.702760736196319
3400949004027,"TRIFLUCAN 100 MG, GELULE (AIP) 7",555.61,47,11.821489361702127
3400936123243,METFORMINE CRT 850MG CPR 90,556.61,105,5.301047619047619
